Date,gross_ret,net_ret,turnover
2018-06-20,-0.0006602777727906996,-0.0006602777727906996,0.0
2018-06-21,-0.000665318698866109,-0.000665318698866109,0.0
2018-06-22,0.0033725247072236516,0.0033725247072236516,0.0
2018-06-25,-0.0026356419573908773,-0.0026356419573908773,0.0
2018-06-26,-0.001372138532778951,-0.001372138532778951,0.0
2018-06-27,-0.0036747639653395632,-0.0036747639653395632,0.0
2018-06-28,-0.003914369556567437,-0.003914369556567437,0.0
2018-06-29,0.0048425086038247425,0.0048425086038247425,0.0
2018-07-02,-0.005366292100839,-0.005369589474479681,0.00439649818757501
2018-07-03,0.005524537920143639,0.005524537920143639,0.0
2018-07-06,0.00046909937534673964,0.00046909937534673964,0.0
2018-07-09,0.0024370349588567412,0.0024370349588567412,0.0
2018-07-10,0.002025806954682123,0.002025806954682123,0.0
2018-07-11,-0.0029009629044236887,-0.0029009629044236887,0.0
2018-07-12,0.0035424926267674274,0.0035424926267674274,0.0
2018-07-13,-0.0010328552283694154,-0.0010328552283694154,0.0
2018-07-16,-0.003257134276957116,-0.003257134276957116,0.0
2018-07-17,-0.0015704923961496532,-0.0015704923961496532,0.0
2018-07-18,-0.001032604178020853,-0.001032604178020853,0.0
2018-07-19,-0.0012170906414134684,-0.0012170906414134684,0.0
2018-07-20,0.002564362406959895,0.002564362406959895,0.0
2018-07-23,-0.0009033613499703139,-0.0009033613499703139,0.0
2018-07-24,0.0018717594063830218,0.0018717594063830218,0.0
2018-07-25,0.00148584187161211,0.00148584187161211,0.0
2018-07-26,-0.001819995387244441,-0.001819995387244441,0.0
2018-07-27,0.004106789879630304,0.004106789879630304,0.0
2018-07-30,0.0003435719277553436,0.0003435719277553436,0.0
2018-07-31,0.002534737049798196,0.002534737049798196,0.0
2018-08-01,-0.003542666141161233,-0.003554318161549272,0.015536027184051698
2018-08-02,-0.004401150740504497,-0.004401150740504497,0.0
2018-08-03,0.005432704670803368,0.005432704670803368,0.0
2018-08-06,-0.0007666804085061188,-0.0007666804085061188,0.0
2018-08-07,0.00012583672526027685,0.00012583672526027685,0.0
2018-08-08,0.0029953641945534844,0.0029953641945534844,0.0
2018-08-09,0.0010357793612739636,0.0010357793612739636,0.0
2018-08-10,8.56097395148959e-05,8.56097395148959e-05,0.0
2018-08-13,-0.007272418929546338,-0.007272418929546338,0.0
2018-08-14,0.0023231688793983276,0.0023231688793983276,0.0
2018-08-17,0.005668622709709452,0.005668622709709452,0.0
2018-08-20,0.005050518487507645,0.005050518487507645,0.0
2018-08-21,0.0010617948666817576,0.0010617948666817576,0.0
2018-08-24,0.005026295362781555,0.005026295362781555,0.0
2018-08-27,0.004402555544572727,0.004402555544572727,0.0
2018-08-28,-0.002040128659856669,-0.002040128659856669,0.0
2018-08-29,5.415907535908897e-05,5.415907535908897e-05,0.0
2018-08-30,-0.001455482752608471,-0.001455482752608471,0.0
2018-08-31,-0.00020602127174906544,-0.00020602127174906544,0.0
2018-09-05,-0.00014007397286786802,-0.00014454656440899245,0.005963455388165895
2018-09-06,0.0030636306166472167,0.0030636306166472167,0.0
2018-09-07,-0.000910723844985727,-0.000910723844985727,0.0
2018-09-10,-0.004429331024143185,-0.004429331024143185,0.0
2018-09-11,-0.005401947516633613,-0.005401947516633613,0.0
2018-09-12,0.005602571945346531,0.005602571945346531,0.0
2018-09-17,-0.0021344493655239267,-0.0021344493655239267,0.0
2018-09-18,-0.004739437308148385,-0.004739437308148385,0.0
2018-09-19,-0.000526449595544403,-0.000526449595544403,0.0
2018-09-24,-0.005572402151770167,-0.005572402151770167,0.0
2018-09-25,0.0031260855359019706,0.0031260855359019706,0.0
2018-09-26,-0.0011303785641131132,-0.0011303785641131132,0.0
2018-09-27,-0.005277315813221487,-0.005277315813221487,0.0
2018-09-28,0.0009390743879824587,0.0009390743879824587,0.0
2018-10-01,0.0009572423542377,0.000947432631063839,0.013079630898481298
2018-10-04,-0.008783758264433613,-0.008783758264433613,0.0
2018-10-05,-0.008787770707086253,-0.008787770707086253,0.0
2018-10-08,-0.0026538281104414013,-0.0026538281104414013,0.0
2018-10-09,-0.0006623605308797065,-0.0006623605308797065,0.0
2018-10-10,0.005981115375165695,0.005981115375165695,0.0
2018-10-11,0.0027555029781106796,0.0027555029781106796,0.0
2018-10-12,0.005306305784191098,0.005306305784191098,0.0
2018-10-15,0.0037045762893266345,0.0037045762893266345,0.0
2018-10-16,0.0016066062966805417,0.0016066062966805417,0.0
2018-10-17,-0.005088120859965272,-0.005088120859965272,0.0
2018-10-22,-0.0026593988532007252,-0.0026593988532007252,0.0
2018-10-23,-0.0002552012750703389,-0.0002552012750703389,0.0
2018-10-24,0.0050508952625736145,0.0050508952625736145,0.0
2018-10-25,-0.004718319920858006,-0.004718319920858006,0.0
2018-10-26,-0.00041945721954625306,-0.00041945721954625306,0.0
2018-10-29,0.00550687009524104,0.00550687009524104,0.0
2018-10-30,-0.003885399364551508,-0.003885399364551508,0.0
2018-10-31,0.003122853396089297,0.003122853396089297,0.0
2018-11-01,0.0043448828519979995,0.004339730717421162,0.006869512769116154
2018-11-02,0.0036705389165129663,0.0036705389165129663,0.0
2018-11-05,-0.001532083638200121,-0.001532083638200121,0.0
2018-11-06,-0.0011220056195883061,-0.0011220056195883061,0.0
2018-11-07,0.002147289504931326,0.002147289504931326,0.0
2018-11-12,-0.004712620762914296,-0.004712620762914296,0.0
2018-11-13,0.0035789248354757015,0.0035789248354757015,0.0
2018-11-14,0.0032210107208481076,0.0032210107208481076,0.0
2018-11-15,0.0018899948171804276,0.0018899948171804276,0.0
2018-11-16,0.00554283082242319,0.00554283082242319,0.0
2018-11-19,0.00318688707269078,0.00318688707269078,0.0
2018-11-20,-0.0034567688958677427,-0.0034567688958677427,0.0
2018-11-21,-0.0012958505001585238,-0.0012958505001585238,0.0
2018-11-27,0.00011597458152586957,0.00011597458152586957,0.0
2018-11-28,0.0025709401974248003,0.0025709401974248003,0.0
2018-11-29,0.005942262822007818,0.005942262822007818,0.0
2018-11-30,0.0006354891307446285,0.0006354891307446285,0.0
2018-12-03,0.0034426779337488334,0.003437738401150089,0.006586043464992614
2018-12-04,0.0031332839556036086,0.0031332839556036086,0.0
2018-12-07,0.006562005059764811,0.006562005059764811,0.0
2018-12-10,-0.007402557234939302,-0.007402557234939302,0.0
2018-12-11,0.0006416780703242995,0.0006416780703242995,0.0
2018-12-12,0.005634353184260165,0.005634353184260165,0.0
2018-12-13,0.0011224752760505595,0.0011224752760505595,0.0
2018-12-14,-0.00039342280123277516,-0.00039342280123277516,0.0
2018-12-17,0.005828432589835532,0.005828432589835532,0.0
2018-12-18,0.0022323798825504802,0.0022323798825504802,0.0
2018-12-19,0.0009124296114486998,0.0009124296114486998,0.0
2018-12-20,0.004172147908292273,0.004172147908292273,0.0
2018-12-21,-0.007283596861945243,-0.007283596861945243,0.0
2018-12-24,0.0016947610633503247,0.0016947610633503247,0.0
2018-12-26,-0.0005623743543861824,-0.0005623743543861824,0.0
2018-12-27,0.004933156742645645,0.004933156742645645,0.0
2018-12-28,0.005608584783986532,0.005608584783986532,0.0
2018-12-31,0.0018508459289848134,0.0018508459289848134,0.0
2019-01-02,-0.0012335253084004001,-0.0012374894445888731,0.005285514917963946
2019-01-03,0.001946660852031857,0.001946660852031857,0.0
2019-01-04,-0.0037735629491176246,-0.0037735629491176246,0.0
2019-01-07,0.0015895942369813475,0.0015895942369813475,0.0
2019-01-08,-0.0008124066900805386,-0.0008124066900805386,0.0
2019-01-09,0.003960484720356904,0.003960484720356904,0.0
2019-01-10,-0.003170738466016531,-0.003170738466016531,0.0
2019-01-11,0.0007492378225256451,0.0007492378225256451,0.0
2019-01-14,-0.0011609023041555288,-0.0011609023041555288,0.0
2019-01-15,0.0036555915723824016,0.0036555915723824016,0.0
2019-01-16,0.0009838730950988885,0.0009838730950988885,0.0
2019-01-17,-0.0005900349722383703,-0.0005900349722383703,0.0
2019-01-18,-0.00400446642326173,-0.00400446642326173,0.0
2019-01-23,-0.003439025390134034,-0.003439025390134034,0.0
2019-01-24,0.0010954078237674159,0.0010954078237674159,0.0
2019-01-25,0.0019269998235218072,0.0019269998235218072,0.0
2019-01-28,-0.002400076299266948,-0.002400076299266948,0.0
2019-01-29,0.002564826527928536,0.002564826527928536,0.0
2019-01-30,0.0026965820072563066,0.0026965820072563066,0.0
2019-01-31,0.007128827927626139,0.007128827927626139,0.0
2019-02-01,-0.0005329194652186998,-0.0005371964020886068,0.005702582493209318
2019-02-04,-0.0016083015614081332,-0.0016083015614081332,0.0
2019-02-05,0.0021107797672436854,0.0021107797672436854,0.0
2019-02-06,0.0019220305259041025,0.0019220305259041025,0.0
2019-02-07,0.0020915888651243174,0.0020915888651243174,0.0
2019-02-08,-0.0021858108495223434,-0.0021858108495223434,0.0
2019-02-11,-0.003827412918637679,-0.003827412918637679,0.0
2019-02-12,-0.001526171120876334,-0.001526171120876334,0.0
2019-02-15,0.000981533819553592,0.000981533819553592,0.0
2019-02-20,0.003453803074190939,0.003453803074190939,0.0
2019-02-21,-0.003059111513622114,-0.003059111513622114,0.0
2019-02-22,0.0022234903737532465,0.0022234903737532465,0.0
2019-02-25,0.0019130184261778535,0.0019130184261778535,0.0
2019-02-26,0.00012508358400106022,0.00012508358400106022,0.0
2019-02-27,-0.004413232599604462,-0.004413232599604462,0.0
2019-02-28,-0.0031532267667326486,-0.0031532267667326486,0.0
2019-03-01,-0.0046312736944299,-0.004636535791760905,0.0070161297746728635
2019-03-06,0.0026372606518037783,0.0026372606518037783,0.0
2019-03-07,0.0010083760863905408,0.0010083760863905408,0.0
2019-03-08,0.0033455946819798596,0.0033455946819798596,0.0
2019-03-11,0.002146900399609908,0.002146900399609908,0.0
2019-03-12,0.00692173119284527,0.00692173119284527,0.0
2019-03-13,0.00337419844169648,0.00337419844169648,0.0
2019-03-14,-0.004240384202668362,-0.004240384202668362,0.0
2019-03-15,0.005046544161187281,0.005046544161187281,0.0
2019-03-18,0.0008055949184887204,0.0008055949184887204,0.0
2019-03-19,0.0027806555688918043,0.0027806555688918043,0.0
2019-03-20,0.004046214475690256,0.004046214475690256,0.0
2019-03-25,0.00023570603238993277,0.00023570603238993277,0.0
2019-03-26,0.001931241902581382,0.001931241902581382,0.0
2019-03-27,-0.0019000240156259996,-0.0019000240156259996,0.0
2019-03-28,-0.0008831037164417299,-0.0008831037164417299,0.0
2019-04-02,0.0030551052752256333,0.0030446785647825487,0.013902280590779553
2019-04-03,-0.003509419705808234,-0.003509419705808234,0.0
2019-04-04,-0.00011943251924448259,-0.00011943251924448259,0.0
2019-04-05,0.0017371117312885433,0.0017371117312885433,0.0
2019-04-08,-0.0008448036486654251,-0.0008448036486654251,0.0
2019-04-09,0.004269077336793905,0.004269077336793905,0.0
