Date,mom_21d_NSE_zscore,vol_21d_avg_zscore,VIX_zscore,corr_NSE_IEF_21d_zscore,state,prob_state_0,prob_state_1,prob_state_2,max_prob,regime
2022-01-31,0.432780327035804,0.0451638754811079,0.8882916045529246,-0.8540556476993126,2,3.991096493440757e-34,0.004244045678360617,0.9957559543218649,0.9957559543218649,Bear
2022-02-01,0.5258479030855718,0.0590942218947753,0.5240589689969313,-0.8913599880905959,2,1.2867408032667517e-29,0.0005758096567010295,0.9994241903434682,0.9994241903434682,Bear
2022-02-02,0.7607852958199898,0.0694344056059024,0.5403259917031873,-0.8459924354810606,2,1.3441747172534445e-31,0.00015069620294900775,0.9998493037963719,0.9998493037963719,Bear
2022-02-03,0.5392499906718679,0.1106258799596013,0.826656624518616,-0.4278084321252302,2,7.260779947558998e-29,5.8470372335453594e-05,0.9999415296275128,0.9999415296275128,Bear
2022-02-04,0.3306011114301987,0.1233949795875204,0.6829285887429069,-0.2092253449503924,2,8.585825101417905e-23,1.9613904122081073e-05,0.9999803860951003,0.9999803860951003,Bear
2022-02-07,-0.2837797047383156,-0.0110551601956994,0.6369456753623777,0.3516276418473018,2,1.205518525142229e-15,3.37179184995471e-06,0.9999966282086917,0.9999966282086917,Bear
2022-02-08,-0.4151242055194482,-0.0432822738545444,0.4564946490637577,0.2881088314003214,2,2.5365402031592543e-13,2.3753341067607853e-06,0.9999976246664135,0.9999976246664135,Bear
2022-02-09,-0.3286411875611432,-0.0390472029753199,0.268463385039654,0.5820688445563824,2,1.9246499560478178e-10,1.2761868623065596e-06,0.9999987236214071,0.9999987236214071,Bear
2022-02-10,0.0101010493257503,-0.0812761616478422,0.769811196215587,0.1025299518304896,2,1.8947685666538456e-21,9.28765979261222e-06,0.9999907123396248,0.9999907123396248,Bear
2022-02-11,-0.3065027956318115,0.1522011360116587,1.207144468152692,-0.4144397539838175,2,2.2512511751589977e-27,4.7762642092200306e-05,0.9999522373583944,0.9999522373583944,Bear
2022-02-14,-1.0849159961845596,0.3479222600897567,1.3291715759604756,0.4448719481616476,2,2.4805599404169237e-18,1.5292561543245292e-05,0.9999847074382784,0.9999847074382784,Bear
2022-02-15,-0.582497968006827,0.56753956278141,0.994552272640746,0.1563604755357112,2,6.412923408723383e-15,1.4208526538167827e-05,0.9999857914726699,0.9999857914726699,Bear
2022-02-16,-0.7759134705996644,0.5778604470986396,0.8150602702503144,0.1243076792894958,2,5.759145416336754e-12,1.2632751157584654e-05,0.9999873672438611,0.9999873672438611,Bear
2022-02-17,-0.8409784859184766,0.6143866071630605,1.2990941847390098,0.0933904102043876,2,5.953763403126649e-18,2.920353258948708e-05,0.999970796467884,0.999970796467884,Bear
2022-02-18,-0.8689566670557707,0.5865164053931846,1.252350415848741,0.1177852447552641,2,2.845803424382369e-17,3.586169651117013e-05,0.9999641383028908,0.9999641383028908,Bear
2022-02-23,-0.7193081961419463,0.5204296560350791,1.6654684574595613,0.1921481116603594,2,6.523944891112669e-25,0.00018375420675713496,0.9998162457933303,0.9998162457933303,Bear
2022-02-24,-1.4425802971474089,0.9080139875923212,1.5748941429905483,-0.0441400800385922,2,4.5084751033407795e-18,0.0006736279730853208,0.9993263720274057,0.9993263720274057,Bear
2022-02-25,-0.8286347929874767,0.9937702726915736,1.2276892421320191,0.0683170806178371,2,3.970991174251719e-14,0.0020024521663692266,0.997997547832883,0.997997547832883,Bear
2022-02-28,-0.1744267285018971,0.998709263504715,1.5506050547947214,0.3192994506557415,2,2.4934336446884752e-20,0.011495561279215792,0.9885044387215208,0.9885044387215208,Bear
2022-03-03,-0.4358688170641479,1.00613675024046,1.5906325365605245,0.28449941843417,2,5.018621434799204e-20,0.05858419971570317,0.941415800284265,0.941415800284265,Bear
2022-03-04,-0.7149866462800992,1.1214983097362632,1.778284205683789,0.0015305453626245,2,1.3464199993122593e-22,0.28982414288844915,0.7101758571114034,0.7101758571114034,Bear
2022-03-07,-1.416734996909591,1.2016600879686474,2.3393050338271464,0.2394517613360511,1,6.120543473880083e-29,0.7319208764041717,0.26807912359585356,0.7319208764041717,Crisis
2022-03-08,-1.4926382688591326,1.3556550244819532,2.168486457288545,0.1233115811456116,1,2.9367615800854874e-25,0.8982377098493356,0.10176229015005903,0.8982377098493356,Crisis
