Date,NSE,IEF,GLD,VIX,mom_5d_NSE,mom_5d_IEF,mom_5d_GLD,mom_21d_NSE,mom_21d_IEF,mom_21d_GLD,mom_63d_NSE,mom_63d_IEF,mom_63d_GLD,mom_126d_NSE,mom_126d_IEF,mom_126d_GLD,vol_5d_NSE,vol_5d_IEF,vol_5d_GLD,vol_21d_NSE,vol_21d_IEF,vol_21d_GLD,vol_63d_NSE,vol_63d_IEF,vol_63d_GLD,vol_5d_avg,vol_21d_avg,vol_63d_avg,corr_NSE_IEF_21d,corr_NSE_GLD_21d,VIX_ma_21d,VIX_ma_63d,VIX_roc_5d
2015-01-05,-0.0020329035926422,0.0060827873400866,0.0149646187759833,19.920000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,-0.0304220829180295,0.0066949992381877,0.0113344821714207,21.1200008392334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,-0.0031116297926523,-0.0001855126484082,-0.0059088369939752,19.309999465942383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,0.0162214424605462,-0.0040863460324489,-0.0042173997009502,17.010000228881836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,0.0060415571776886,0.0049209732048032,0.0113208727848812,17.549999237060547,-0.0133036166650892,0.0134269011022204,0.0274937370373598,,,,,,,,,,0.2753616806656323,0.07391266928322661,0.1551509141752455,,,,,,,0.16814175470803483,,,,,,,
2015-01-12,0.0046364677367431,0.0035130320410816,0.0110254312016531,19.600000381469727,-0.006634245335703899,0.010857145803215399,0.023554549463029602,,,,,,,,,,0.2803452436123567,0.0685263644797215,0.14197043630257866,,,,,,,0.16361401479821894,,,,,,,-0.016064241646516764
2015-01-13,-0.0028394966643645,0.0009224727788499,-0.0033794717396933,20.559999465942383,0.0209483409179611,0.0050846193438776,0.0088405955519156,,,,,,,,,,0.12577750994829032,0.055543934109043,0.13706713994546324,,,,,,,0.10612952800093219,,,,,,,-0.026515215484780308
2015-01-14,-0.0026362628028646,0.0045991909724216,-0.0016093040146012,21.479999542236328,0.0214237079077488,0.0098693229647074,0.0131401285312896,,,,,,,,,,0.12407276407796737,0.059279332922263235,0.12474041593831145,,,,,,,0.10269750431284735,,,,,,,0.11237701379128673
2015-01-15,0.025830729950325,0.0085000435105717,0.0248642098306639,22.38999938964844,0.0310329953975276,0.022455712507728,0.042221738062903705,,,,,,,,,,0.18574312489316985,0.04344500721256136,0.18193925754509035,,,,,,,0.13704246321694052,,,,,,,0.31628448491327643
2015-01-16,0.0023106162211341,-0.0073989449999594,0.0129796795335206,20.950000762939453,0.027302054440973098,0.010135794302965403,0.043880544811543104,,,,,,,,,,0.18782880075958422,0.09418051638619683,0.18396140248400167,,,,,,,0.15532357320992757,,,,,,,0.19373228909885554
2015-01-21,0.0038909887639508,-0.0047676208857714,0.0002415683194501,18.850000381469727,0.026556575468180795,0.0018551413761124002,0.0330966819293401,,,,,,,,,,0.18810917283416564,0.10380536587267357,0.19143300396737742,,,,,,,0.1611158475580722,,,,,,,-0.03826530537770123
2015-01-22,0.0036476596725432,-0.0024851104780116,0.0080173601345769,16.399999618530273,0.033043731805088496,-0.0015524418807490998,0.0444935138036103,,,,,,,,,,0.17562383007940596,0.10547044178716118,0.16980766274902728,,,,,,,0.1503006448718648,,,,,,,-0.20233462818436088
2015-01-23,0.0084332168549448,0.0065209300261193,-0.0080173601345769,16.65999984741211,0.0441132114628979,0.0003692971729486001,0.0380854576836346,,,,,,,,,,0.1553219060148722,0.1117987961178748,0.19846548768290898,,,,,,,0.15519539660521864,,,,,,,-0.2243947764219737
2015-01-28,0.0004263503418489,0.0076674124555191,-0.0079090345140295,20.440000534057617,0.0187088318544218,-0.00046333388210400075,0.005312213338941199,,,,,,,,,,0.04701173608542234,0.10793474013121904,0.14933758562330196,,,,,,,0.10142802061331445,,,,,,,-0.08709240324912049
2015-01-29,0.0042593170470794,-0.0035524576441172,-0.0217880355284343,18.76000022888184,0.0206575326803671,0.0033831534737381996,-0.0294555017230137,,,,,,,,,,0.04527797180576204,0.09409865942017734,0.17612129502317017,,,,,,,0.10516597541636985,,,,,,,-0.1045346278904068
2015-01-30,-0.016153405638704,0.0087217712735361,0.0220310685420681,20.96999931335449,0.0006131382777123003,0.0168725456330457,-0.007666001500395699,,,,,,,,,,0.1513510599461876,0.09365966585920255,0.2679269311286026,,,,,,,0.1709792189779976,,,,,,,0.11246678456138404
2015-02-02,-0.0013063506955059,-0.0012509448846893,-0.0083784506048196,19.43000030517578,-0.004340872090336801,0.018106711226368,-0.0240618122397922,,,,,,,,,,0.1481341536598205,0.08909377731455632,0.256131339568105,,,,,,,0.1644530901808273,,,,,,,0.1847561437270966
2015-02-03,-0.0046542982322215,-0.0084728566753558,-0.0112540318709823,17.329999923706055,-0.0174283871775031,0.0031129245248928995,-0.0272984839761976,,,,,,,,,,0.12344289705385715,0.11743235374149819,0.25968889064966516,,,,,,,0.16685471381500683,,,,,,,0.04021609138237903
2015-02-04,-0.0037584872121474,0.0016455346201,0.0043687887862802,18.32999992370605,-0.0216132247314994,-0.002908953310526201,-0.015020660675887896,,,,,,,,,,0.11856654651180637,0.10135434915468683,0.2669208228193477,,,,,,,0.16228057282861363,,,,,,,-0.10322898998147445
2015-02-05,-0.0013765100457607,-0.0036605378759686,0.001725760235212,16.850000381469727,-0.027249051824339503,-0.003017033542377601,0.008493135087758404,,,,,,,,,,0.09779920822098022,0.10155662311896718,0.2084730804674699,,,,,,,0.13594297060247243,,,,,,,-0.10181235736189298
2015-02-06,-0.0058310324086079,-0.0112473082173814,-0.0262045649311719,17.290000915527344,-0.0169266785942434,-0.0229861130332951,-0.03974249838548159,0.0015758862233035981,0.012681507119165,0.024207350282475698,,,,,,,0.03183670003293992,0.0833567176071321,0.1927465688965295,0.1739009353384304,0.09467146073303592,0.2095341769058908,,,,0.10264666217886716,0.15936885765911904,,-0.052675073782661966,0.029866826790441905,19.104761941092356,,-0.17548872285768669
2015-02-09,-0.0156746171972859,-0.0004640740371559,0.0044573370525418,18.549999237060547,-0.0312949450960234,-0.0221992421857617,-0.026906710728120196,-0.012065827381340103,0.006134645741922501,0.0137000685590342,,,,,,,0.08749120324786448,0.08550624222736938,0.2115647688730642,0.18220686740984493,0.09259107579225316,0.203892733892363,,,,0.12818740478276602,0.15956355903148703,,-0.03339206119685863,0.019201576064050634,19.039523805890763,,-0.045290841703220064
2015-02-10,0.0045869991503781,-0.0025073894959826,-0.0058912554670822,17.229999542236328,-0.022053647713423802,-0.0162337750063885,-0.021543934324220096,0.022943254687067496,-0.0030677429922477987,-0.003525669079468701,,,,,,,0.11759021074621816,0.07793257373877484,0.20552588536926178,0.14688304507006567,0.09002492574253036,0.20123613631075582,,,,0.13368288995141828,0.14604803570778394,,0.1403500744873627,0.1578894912039889,18.854285648890905,,-0.005770362487592107
2015-02-11,0.0071949086167784,-0.000372054542078,-0.0118877303857676,16.959999084472656,-0.011100251884498005,-0.0182513641685665,-0.0378004534962679,0.0332497930964982,-0.0032542848859175985,-0.0095045624712611,,,,,,,0.14413351534579966,0.07095736869429521,0.1943858432608954,0.14750389746827022,0.09002827435075743,0.20442584561350305,,,,0.13649224243366342,0.14731933914417691,,0.13837531574267065,0.11602753034934105,18.742380868820916,,-0.07474090807068601
2015-02-12,0.0097064786272227,0.000372054542078,0.002303628403526,15.34000015258789,-1.7263211514600973e-05,-0.014218771750519901,-0.037222585327953896,0.026734829263174695,0.001204115688609301,-0.0029835343667849006,,,,,,,0.1677593593133311,0.0764808945880522,0.19616014355726724,0.1409379049675788,0.08889274996605293,0.204160580333778,,,,0.14680013248621684,0.14466374508913657,,0.21024560063982445,0.15641310344429415,18.662857055664062,,-0.08961425487814312
2015-02-13,0.0107268172689121,-0.0033532097183792,0.0054394747400143,14.6899995803833,0.016540586466005397,-0.0063246732515177,-0.005578545656767695,0.0314200893543982,-0.007070067234573099,-0.008864932411651798,,,,,,,0.17263537001359403,0.02512856503694863,0.11894324820815053,0.14383990882050685,0.08780291967433447,0.20099177934818319,,,,0.10556906108623106,0.14421153594767483,,0.15509778948861458,0.15541997554887169,18.526666595822288,,-0.15037600910761684
2015-02-19,0.002949743889351,-0.0025276825271944,-0.0034440700358846,15.289999961853027,0.035164947552642295,-0.0083882817415562,-0.013479952745194096,0.029733365507006095,-0.013110781802849098,-0.0233344336491895,,,,,,,0.0523340711914391,0.025255428426081538,0.10837750067441082,0.14349418499967517,0.08695522263217256,0.1968145035793951,,,,0.06198900009731049,0.14242130373708095,,0.14107342856285043,0.14058449591862995,18.321428480602446,,-0.17574120804783944
2015-02-20,-0.0069604370777796,-0.0005633848901966,-0.0057088958668449,14.300000190734863,0.0236175113244846,-0.0064442771357702,-0.013297593144956795,0.025612425093590997,-0.014596639471895599,-0.0256638577763411,,,,,,,0.11409739752961297,0.025001347649122072,0.10804600924726435,0.14572672175591417,0.08677434182038955,0.19731755240950763,,,,0.08238158480866646,0.14327287199527047,,0.14496119347374917,0.15052356935005534,18.023333277021134,,-0.17005220135491494
2015-02-23,-0.0089433113192374,0.0045863788746016,0.0013003471683985,14.5600004196167,0.007479291388468801,-0.0014858437190906001,-0.00010951559079069536,0.019305376577218196,-0.014609451569715598,-0.0227542065933414,,,,,,,0.14532413291939353,0.04936585683145667,0.07145124795733875,0.1494204526739034,0.08676450331039758,0.19750295552728686,,,,0.08871374590272964,0.14456263717052928,,0.10906385578653313,0.13545511129216087,17.693809509277344,,-0.14150936287804528
2015-02-24,0.0008162806567533,0.0066083276530459,-0.0014738237281033,13.6899995803833,-0.0014109065820006005,0.0047504293918773,-0.003886967722419995,-0.005709072716353502,-0.0165011674272414,-0.0490922401521086,,,,,,,0.1261160170959059,0.07016377437414041,0.06868470090469912,0.11887756047342496,0.08445501863712675,0.17352154221537835,,,,0.08832149745824848,0.1256180404419767,,-0.15043314462873425,-0.2201861509279427,17.27952380407424,,-0.1075619658273752
2015-02-25,0.0005876305610854,0.0009271081305159,0.0038101432806243,13.84000015258789,-0.011550093289827302,0.0090307472407724,-0.005516299181809996,-0.007432058376402202,-0.0081751142967661,-0.0582617764050049,,,,,,,0.08379807610156699,0.0593758042911788,0.05979205092293416,0.11855534303238906,0.0810985486091971,0.16607005173631442,,,,0.06765531043855998,0.12190798112596686,,-0.1318792556898155,-0.2531060534681907,16.940952346438454,,-0.057862454191658474
2015-02-26,-0.0095582544879633,-0.0059489303140836,0.0031928469281341,13.90999984741211,-0.024058091667141603,0.0056094994538832006,0.0011206177822087045,-0.0208813016283163,-0.0093564237250783,-0.0553104977963209,,,,,,,0.08134968937103038,0.0773539344546398,0.061948656413048364,0.12160292301857302,0.08200035961666798,0.16705712999609043,,,,0.07355076007957284,0.12355347087711048,,-0.03996915604649416,-0.28613938428707414,16.705714225769043,,-0.09025507638220243
2015-02-27,0.0183421253958648,0.0035370058445174,0.0007751278516163,13.34000015258789,0.0012444708065027996,0.009709890188597201,0.0076046415006699045,-0.006186835904994699,-0.0033343074025493006,-0.0625527300792815,,,,,,,0.1789808510107459,0.0772030801030092,0.0333073800289821,0.1381931133571755,0.08276309823546024,0.1630754295713961,,,,0.09649710371424573,0.12801054705467727,,0.055778303802516305,-0.24589155360598255,16.55999996548607,,-0.06713286890506254
2015-03-02,0.012600378838794,-0.0074720451850032,-0.0041408215543512,13.039999961853027,0.022788160964534197,-0.0023485338710075992,0.0021634727779202044,-0.0020196739211454998,-0.0173272826136718,-0.0586761914990558,,,,,,,0.17456815051604838,0.09628580743164018,0.05246682340491557,0.1422049589055462,0.08272818557166453,0.1621163346612491,,,,0.10777359378420137,0.12901649304615329,,-0.10624203469217249,-0.22494362876617333,16.387619018554688,,-0.1043956328267528
2015-03-03,0.0044003858673011,-0.0021592376747614,-0.0018169945131889,13.859999656677246,0.026372266175081996,-0.0111160991988149,0.0018203019928346048,0.0019543616043066997,-0.0271539327439523,-0.0525841514982152,,,,,,,0.17155723219157518,0.07297956288536407,0.053302344296145415,0.14305276822248,0.07680945815839932,0.16106464643334487,,,,0.09927971312436157,0.12697562427140807,,-0.12358600508939552,-0.22183675906741163,16.074285643441335,,0.012417829182225892
2015-03-04,-0.0082147923882036,0.0007519404409981,-0.0031225683060647,14.229999542236328,0.017569843225792997,-0.0112912668883327,-0.005112409593854395,-0.0105197478309763,-0.022849534658837,-0.033918684275845594,,,,,,,0.19630381884861622,0.07251228698472577,0.04746853022041817,0.14498856563079596,0.07666124539179094,0.1450930470084744,,,,0.10542821201792006,0.12224761934368711,,-0.1278616234883232,-0.18512870865275402,15.858571325029645,,0.028179146340219674
2015-03-05,0.0016908482052144,0.0005631013565041,-0.0009560698660537,14.039999961853027,0.028818945918970697,-0.004779235217744999,-0.009261326388042194,0.007324506012942099,-0.031008204575869003,-0.0569058226839674,,,,,,,0.1624331353270126,0.066083755705966,0.030285345703458238,0.13343225811917198,0.06825557981700801,0.1170264743453136,,,,0.08626741224547894,0.1062381040938312,,0.07098289160889386,0.06617507679162998,15.528571355910529,,0.009345802722284358
2015-03-10,-0.0051177291370549,0.0042370314997146,-0.004924161015297,16.690000534057617,0.0053590913860509974,-0.004079209562547799,-0.014960615254955494,0.003513127571393099,-0.0255202281914651,-0.053451533094444795,,,,,,,0.13016174528011473,0.06919569875787454,0.02583662666699553,0.1346753773069803,0.07107350854007558,0.11552028366964928,,,,0.07506469023499494,0.10708972317223504,,0.02822748686735904,0.06913171034260593,15.398095176333474,,0.2511244635045857
2015-03-11,-0.0013898014383855,0.0017837112672207,-0.0060314192336186,16.8700008392334,-0.008631088891128503,0.005176546889676102,-0.016851212934222894,0.006777624365229099,-0.015263660248888599,-0.0482289204570811,,,,,,,0.08052645830240795,0.03664875124764945,0.03348606527960038,0.13367382272682218,0.06661807977536761,0.11192001964941294,,,,0.050220424943219266,0.10407064071720092,,-0.028034783151712598,0.04041409516548185,15.37619045802525,,0.2937117245847074
2015-03-12,0.0087034220055013,0.0009374464637526,-0.0002709060307486,15.420000076293944,-0.004328052752928302,0.008273231028190102,-0.015305124451782594,0.019239533582877798,-0.015971748405236002,-0.052868615274109895,,,,,,,0.1036313685297432,0.02408285656009643,0.039298550000134914,0.13583302523688548,0.06634495438577509,0.10956774576027647,,,,0.05567092502999151,0.10391524179431234,,0.005923432607174696,0.08035952957315531,15.237619036719913,,0.1125541456175394
